floor,seed,source,item,quantity,durability,uses,loaded,spare,x,y
1,32,ground,Raw Meat,1,0,0,0,0,101,65
1,32,ground,Rope Snare,2,0,0,0,0,63,32
1,32,ground,Bitter Root,1,0,0,0,0,50,62
1,32,ground,Lighter,1,0,20,0,0,40,41
1,32,ground,Ammo,1,0,0,0,0,32,42
1,32,ground,Hunting Spear,1,45,0,0,0,39,14
1,32,ground,Ammo,1,0,0,0,0,32,14
1,32,ground,Fungal Bread,1,0,0,0,0,39,78
1,32,ground,Medkit,1,0,0,0,0,9,51
1,32,ground,River Fish,4,0,0,0,0,18,45
1,32,ground,Sleep Meds,3,0,0,0,0,98,54
1,32,ground,Splint,1,0,2,0,0,73,51
1,32,wall,Stick,1,18,0,0,0,35,52
1,33,ground,Stick,1,18,0,0,0,78,59
1,33,ground,Seed Bag,1,0,6,0,0,18,44
1,33,ground,Fried Egg,2,0,0,0,0,15,50
1,33,ground,Hatchet,1,35,0,0,0,96,51
1,33,ground,Torch,1,90,0,0,0,96,50
1,33,ground,Wooden Maul,1,24,0,0,0,125,51
1,33,ground,Root Drill,1,0,3,0,0,126,51
1,33,ground,Fungal Bread,2,0,0,0,0,118,60
1,33,ground,Firecracker,2,0,0,0,0,127,55
1,33,ground,Firecracker,2,0,0,0,0,120,62
1,33,ground,River Fish,6,0,0,0,0,58,60
1,33,ground,River Fish,5,0,0,0,0,124,14
1,33,ground,Rope Snare,2,0,0,0,0,93,56
1,33,ground,Water flask,2,0,0,0,0,119,35
1,33,ground,Ammo,1,0,0,0,0,124,32
1,33,ground,Hunting Horn,1,0,8,0,0,147,51
1,33,ground,Ammo,1,0,0,0,0,145,59
1,33,ground,Water flask,2,0,0,0,0,46,57
1,33,ground,Medkit,1,0,0,0,0,147,31
1,33,ground,Bandage,2,0,0,0,0,143,33
1,33,ground,River Fish,5,0,0,0,0,57,22
1,33,ground,Fried Egg,2,0,0,0,0,54,15
1,33,ground,Water flask,2,0,0,0,0,68,29
1,33,ground,Fried Egg,2,0,0,0,0,124,42
1,33,wall,Cooked Meat,2,0,0,0,0,98,8
1,33,wall,Throwing Rock,3,0,0,0,0,71,37
1,34,ground,Stick,1,18,0,0,0,56,57
1,34,ground,Stick,1,18,0,0,0,71,39
1,34,ground,Sleep Meds,3,0,0,0,0,80,35
1,34,ground,Splint,1,0,2,0,0,67,30
1,34,ground,River Fish,5,0,0,0,0,36,79
1,34,ground,Fishing Line,1,0,20,0,0,39,79
1,34,ground,Bomb,2,0,0,0,0,35,15
1,34,ground,Sap jar,1,0,0,0,0,36,33
1,34,ground,Ammo,1,0,0,0,0,31,60
1,34,ground,Water flask,2,0,0,0,0,35,11
1,34,ground,Medkit,1,0,0,0,0,12,8
1,34,ground,Bandage,2,0,0,0,0,7,11
1,34,ground,Ammo,1,0,0,0,0,13,11
1,34,ground,River Fish,2,0,0,0,0,75,68
1,34,stored,Reflecting Pan,1,24,0,0,0,73,52
1,34,ground,Digging Claws,1,200,0,0,0,26,75
1,34,ground,Rake,1,400,0,0,0,64,75
1,34,ground,Rake,1,400,0,0,0,73,56
1,34,ground,Resin Glue,1,0,0,0,0,27,84
1,35,ground,Stick,1,18,0,0,0,55,80
1,35,ground,Pickaxe,1,32,0,0,0,34,31
1,35,ground,Thorn Caltrops,1,0,0,0,0,72,83
1,35,ground,Rake,1,400,0,0,0,57,54
1,35,ground,Herb Bag,1,0,4,0,0,60,58
1,35,ground,Ammo,1,0,0,0,0,32,55
1,35,ground,Fungal Bread,1,0,0,0,0,7,57
1,35,ground,Ammo,1,0,0,0,0,10,78
1,35,ground,Resin Glue,1,0,0,0,0,99,60
1,35,stored,Resin Glue,1,0,0,0,0,54,60
1,35,ground,Pickaxe,1,32,0,0,0,32,10
1,35,ground,Thorn Caltrops,2,0,0,0,0,76,73
1,35,ground,Cooked Meat,2,0,0,0,0,35,59
1,35,ground,Water flask,2,0,0,0,0,84,57
1,35,wall,Straw Decoy,1,0,0,0,0,24,33
1,36,ground,Stick,1,18,0,0,0,35,79
1,36,ground,Throwing Rock,3,0,0,0,0,32,47
1,36,ground,River Fish,3,0,0,0,0,59,96
1,36,ground,Sleep Meds,3,0,0,0,0,82,101
1,36,ground,Hunting Spear,1,45,0,0,0,75,99
1,36,ground,River Fish,4,0,0,0,0,50,71
1,36,ground,Bow,1,0,0,20,0,31,61
1,36,ground,Water flask,2,0,0,0,0,48,78
1,36,ground,Medkit,1,0,0,0,0,35,3
1,36,ground,Medkit,1,0,0,0,0,14,43
1,36,ground,Ammo,1,0,0,0,0,20,34
1,36,ground,Rake,1,400,0,0,0,14,53
1,36,ground,Fungal Bread,1,0,0,0,0,17,57
1,36,ground,Ammo,1,0,0,0,0,34,18
1,36,ground,River Fish,2,0,0,0,0,41,64
1,36,ground,River Fish,2,0,0,0,0,41,52
1,36,ground,River Fish,2,0,0,0,0,54,43
1,36,ground,River Fish,5,0,0,0,0,52,27
1,36,ground,Resin Glue,1,0,0,0,0,63,74
1,36,wall,Hatchet,1,35,0,0,0,43,92
1,37,ground,Stick,1,18,0,0,0,79,58
1,37,ground,Torch,1,90,0,0,0,33,62
1,37,ground,Fungal Bread,1,0,0,0,0,32,73
1,37,ground,Lighter,1,0,20,0,0,43,61
1,37,ground,Shield Lantern,1,24,0,0,0,101,36
1,37,ground,Resin Glue,1,0,0,0,0,83,28
1,37,ground,Ammo,1,0,0,0,0,77,32
1,37,ground,Medkit,1,0,0,0,0,57,43
1,37,ground,Straw Decoy,1,0,0,0,0,84,15
1,37,ground,Ammo,1,0,0,0,0,85,10
1,37,ground,Rake,1,400,0,0,0,92,37
1,37,ground,Fungal Bread,1,0,0,0,0,102,30
1,37,ground,Water flask,2,0,0,0,0,82,80
1,37,wall,Shield Lantern,1,24,0,0,0,71,76
1,38,ground,Stick,1,18,0,0,0,33,15
1,38,ground,Hatchet,1,35,0,0,0,31,38
1,38,ground,Torch,1,90,0,0,0,30,36
1,38,ground,Wooden Maul,1,24,0,0,0,59,38
1,38,ground,Root Drill,1,0,3,0,0,60,38
1,38,carried,Buckler,1,30,0,0,0,49,41
1,38,ground,Fungal Bread,2,0,0,0,0,36,32
1,38,ground,Fungal Bread,2,0,0,0,0,36,39
1,38,ground,Firecracker,2,0,0,0,0,55,40
1,38,ground,Hatchet,1,35,0,0,0,16,78
1,38,ground,Raw Meat,1,0,0,0,0,5,78
1,38,ground,Reflecting Pan,1,24,0,0,0,53,53
1,38,ground,Bird Seed,1,0,0,0,0,59,14
1,38,ground,Herb Bag,1,0,4,0,0,56,16
1,38,ground,Rake,1,400,0,0,0,38,53
1,38,ground,Bandage,2,0,0,0,0,35,54
1,38,ground,Ammo,1,0,0,0,0,5,32
1,38,ground,River Fish,5,0,0,0,0,29,59
1,38,ground,River Fish,5,0,0,0,0,15,62
1,38,ground,Pickaxe,1,32,0,0,0,78,29
1,38,wall,Cooked Meat,2,0,0,0,0,48,15
1,39,ground,Stick,1,18,0,0,0,57,58
1,39,ground,River Fish,5,0,0,0,0,39,55
1,39,ground,Digging Claws,1,200,0,0,0,31,33
1,39,ground,Water flask,2,0,0,0,0,37,57
1,39,ground,Rake,1,400,0,0,0,26,31
1,39,ground,Hatchet,1,35,0,0,0,75,78
1,39,ground,Raw Meat,2,0,0,0,0,62,75
1,39,ground,Hatchet,1,35,0,0,0,52,104
1,39,ground,Torch,1,90,0,0,0,51,104
1,39,ground,Hatchet,1,35,0,0,0,81,104
1,39,ground,Root Drill,1,0,3,0,0,82,103
1,39,carried,Buckler,1,30,0,0,0,61,99
1,39,carried,Buckler,1,30,0,0,0,82,101
1,39,carried,Buckler,1,30,0,0,0,50,99
1,39,ground,Fungal Bread,2,0,0,0,0,77,100
1,39,ground,Stick,1,18,0,0,0,15,31
1,39,ground,Thorn Caltrops,2,0,0,0,0,26,57
1,39,ground,Medkit,1,0,0,0,0,97,75
1,39,ground,Thorn Caltrops,2,0,0,0,0,77,63
1,39,ground,Ammo,1,0,0,0,0,77,60
1,39,ground,Resin Glue,1,0,0,0,0,32,76
1,39,ground,Ammo,1,0,0,0,0,33,81
1,39,ground,Bandage,2,0,0,0,0,103,75
1,39,ground,Bow,1,0,0,20,0,102,82
1,39,ground,Torch,1,90,0,0,0,27,84
1,39,wall,Bandage,3,0,0,0,0,10,28
1,40,ground,Stick,1,18,0,0,0,79,35
1,40,ground,Stick,1,18,0,0,0,39,50
1,40,ground,Rake,1,400,0,0,0,38,30
1,40,ground,Pickaxe,1,32,0,0,0,75,77
1,40,ground,Rope Hook,1,0,24,0,0,76,77
1,40,ground,Torch,1,90,0,0,0,79,55
1,40,ground,Throwing Rock,3,0,0,0,0,19,31
1,40,ground,Bird Seed,1,0,0,0,0,55,39
1,40,ground,Fungal Bread,1,0,0,0,0,56,29
1,40,ground,Bird Seed,1,0,0,0,0,10,39
1,40,ground,Fungal Bread,1,0,0,0,0,18,34
1,40,ground,Straw Decoy,1,0,0,0,0,36,79
1,40,ground,Ammo,1,0,0,0,0,39,77
1,40,ground,Ammo,1,0,0,0,0,58,17
1,40,ground,Water flask,2,0,0,0,0,60,3
1,40,wall,Water flask,2,0,0,0,0,47,15
1,40,wall,Sap jar,2,0,0,0,0,58,43
1,41,ground,Stick,1,18,0,0,0,56,36
1,41,ground,Hatchet,1,35,0,0,0,37,60
1,41,ground,Torch,1,90,0,0,0,38,60
1,41,ground,Flint Knife,1,60,0,0,0,8,60
1,41,ground,Root Drill,1,0,3,0,0,7,59
1,41,ground,Fungal Bread,2,0,0,0,0,12,63
1,41,ground,River Fish,4,0,0,0,0,58,52
1,41,ground,Fishing Line,1,0,20,0,0,56,52
1,41,ground,Mushroom spores,2,0,0,0,0,27,49
1,41,ground,Rake,1,400,0,0,0,54,6
1,41,ground,Herb Bag,1,0,4,0,0,57,15
1,41,ground,Mushroom spores,2,0,0,0,0,49,60
1,41,ground,Ammo,1,0,0,0,0,28,31
1,41,ground,Medkit,1,0,0,0,0,15,31
1,41,ground,Ammo,1,0,0,0,0,85,15
1,41,ground,Pitch Bomb,2,0,0,0,0,98,12
1,41,ground,River Fish,2,0,0,0,0,22,55
1,41,wall,Torch,1,90,0,0,0,52,46
1,42,ground,Stick,1,18,0,0,0,35,37
1,42,ground,River Fish,5,0,0,0,0,11,52
1,42,ground,Rope Snare,2,0,0,0,0,35,72
1,42,ground,Seed Bag,1,0,6,0,0,42,63
1,42,ground,Bandage,2,0,0,0,0,33,58
1,42,ground,Water flask,2,0,0,0,0,7,39
1,42,ground,Ammo,1,0,0,0,0,10,41
1,42,ground,Flint Knife,1,60,0,0,0,9,17
1,42,ground,Ammo,1,0,0,0,0,17,13
1,42,ground,Medkit,1,0,0,0,0,61,96
1,42,ground,River Fish,4,0,0,0,0,16,56
1,42,ground,River Fish,2,0,0,0,0,49,14
1,42,stored,Fungal Bread,1,0,0,0,0,11,40
1,42,stored,Honey pot,1,0,0,0,0,37,51
1,42,ground,Lighter,1,0,20,0,0,8,82
1,42,ground,Hatchet,1,35,0,0,0,6,54
1,42,ground,Flint Knife,1,60,0,0,0,37,78
1,42,ground,Flint Knife,1,60,0,0,0,15,76
1,42,ground,Fried Egg,2,0,0,0,0,18,42
1,42,wall,Reflecting Pan,1,24,0,0,0,5,31
1,43,ground,Stick,1,18,0,0,0,34,80
1,43,ground,River Fish,5,0,0,0,0,81,6
1,43,ground,River Fish,4,0,0,0,0,10,82
1,43,ground,Fishing Line,1,0,20,0,0,8,79
1,43,ground,Rope Hook,1,0,24,0,0,40,31
1,43,ground,Rake,1,400,0,0,0,42,63
1,43,ground,Herb Bag,1,0,4,0,0,29,53
1,43,ground,Thorn Caltrops,1,0,0,0,0,50,35
1,43,ground,Herb Bag,1,0,4,0,0,33,25
1,43,ground,Ammo,1,0,0,0,0,39,14
1,43,ground,Ammo,1,0,0,0,0,96,31
1,43,ground,River Fish,3,0,0,0,0,23,74
1,43,ground,River Fish,4,0,0,0,0,45,73
1,43,ground,River Fish,3,0,0,0,0,53,83
1,43,ground,River Fish,2,0,0,0,0,69,85
1,43,ground,Digging Claws,1,200,0,0,0,37,35
1,43,wall,Bow,1,0,0,20,0,59,37
1,43,wall,Bandage,3,0,0,0,0,46,51
1,44,ground,Stick,1,18,0,0,0,11,57
1,44,ground,Pickaxe,1,32,0,0,0,82,35
1,44,ground,Honey pot,1,0,0,0,0,78,28
1,44,ground,Flint Knife,1,60,0,0,0,36,59
1,44,ground,Sleep Meds,3,0,0,0,0,31,53
1,44,ground,Herb Bag,1,0,4,0,0,33,53
1,44,ground,Rope Snare,2,0,0,0,0,53,60
1,44,ground,Bandage,2,0,0,0,0,56,60
1,44,ground,Ammo,1,0,0,0,0,53,35
1,44,ground,Medkit,1,0,0,0,0,9,80
1,44,ground,Ammo,1,0,0,0,0,11,79
1,44,ground,River Fish,5,0,0,0,0,85,39
1,44,ground,Medkit,1,0,0,0,0,63,29
1,44,ground,Hatchet,1,35,0,0,0,33,38
1,44,wall,Fried Egg,2,0,0,0,0,41,32
1,45,ground,Stick,1,18,0,0,0,56,14
1,45,ground,Water flask,2,0,0,0,0,48,27
1,45,ground,Digging Claws,1,200,0,0,0,29,31
1,45,ground,Sap jar,2,0,0,0,0,37,41
1,45,ground,Bear Trap,2,0,0,0,0,83,20
1,45,ground,Rake,1,400,0,0,0,36,12
1,45,ground,Herb Bag,1,0,4,0,0,35,18
1,45,ground,Lighter,1,0,20,0,0,78,8
1,45,ground,Ammo,1,0,0,0,0,84,14
1,45,ground,Ammo,1,0,0,0,0,95,33
1,45,ground,Medkit,1,0,0,0,0,121,33
1,45,ground,Reflecting Pan,1,24,0,0,0,12,6
1,45,ground,Rake,1,400,0,0,0,66,46
1,46,ground,Stick,1,18,0,0,0,79,57
1,46,ground,River Fish,3,0,0,0,0,57,30
1,46,ground,Flint Knife,1,60,0,0,0,70,38
1,46,ground,Resin Glue,1,0,0,0,0,69,32
1,46,ground,River Fish,6,0,0,0,0,36,35
1,46,ground,Hatchet,1,35,0,0,0,84,80
1,46,ground,Sap jar,1,0,0,0,0,30,59
1,46,ground,Mushroom spores,2,0,0,0,0,28,32
1,46,ground,Medkit,1,0,0,0,0,83,15
1,46,ground,Fungal Bread,1,0,0,0,0,9,34
1,46,ground,Cooked Meat,2,0,0,0,0,10,15
1,46,ground,Ammo,1,0,0,0,0,15,13
1,46,ground,Ammo,1,0,0,0,0,82,8
1,46,ground,River Fish,5,0,0,0,0,66,49
1,46,ground,River Fish,4,0,0,0,0,68,67
1,46,ground,Bow,1,0,0,20,0,14,31
1,46,ground,Medkit,1,0,0,0,0,80,83
1,46,wall,Pickaxe,1,32,0,0,0,53,50
1,47,ground,Stick,1,18,0,0,0,79,14
1,47,ground,River Fish,5,0,0,0,0,75,49
1,47,ground,Hatchet,1,35,0,0,0,107,57
1,47,ground,Boomerang,1,0,0,0,0,57,37
1,47,ground,Fried Egg,2,0,0,0,0,62,28
1,47,ground,River Fish,3,0,0,0,0,33,34
1,47,ground,Fishing Line,1,0,20,0,0,35,32
1,47,ground,River Fish,5,0,0,0,0,53,52
1,47,ground,Fishing Line,1,0,20,0,0,55,55
1,47,ground,Pitch Bomb,2,0,0,0,0,72,28
1,47,ground,Water flask,2,0,0,0,0,31,39
1,47,ground,Water flask,2,0,0,0,0,54,53
1,47,ground,Fungal Bread,1,0,0,0,0,35,12
1,47,ground,Medkit,1,0,0,0,0,13,39
1,47,ground,Ammo,1,0,0,0,0,14,37
1,47,ground,River Fish,5,0,0,0,0,25,41
1,47,ground,Bow,1,0,0,20,0,15,47
1,48,ground,Stick,1,18,0,0,0,56,79
1,48,ground,Smoke pot,2,0,0,0,0,28,17
1,48,ground,Throwing Rock,3,0,0,0,0,43,37
1,48,ground,Throwing Rock,3,0,0,0,0,54,19
1,48,ground,Hatchet,1,35,0,0,0,16,30
1,48,ground,Torch,1,90,0,0,0,14,29
1,48,ground,Pickaxe,1,32,0,0,0,16,59
1,48,ground,Root Drill,1,0,3,0,0,15,60
1,48,ground,Firecracker,2,0,0,0,0,10,51
1,48,ground,Sleep Meds,3,0,0,0,0,32,36
1,48,ground,Rake,1,400,0,0,0,54,56
1,48,ground,Bandage,2,0,0,0,0,57,52
1,48,ground,Medkit,1,0,0,0,0,7,20
1,48,ground,Wooden Maul,1,24,0,0,0,14,16
1,48,ground,Ammo,1,0,0,0,0,10,8
1,48,ground,Thorn Caltrops,2,0,0,0,0,61,64
1,49,ground,Stick,1,18,0,0,0,34,58
1,49,ground,Pickaxe,1,32,0,0,0,61,74
1,49,ground,Mushroom spores,2,0,0,0,0,56,85
1,49,ground,Sap jar,1,0,0,0,0,58,28
1,49,ground,Bomb,2,0,0,0,0,81,33
1,49,ground,Bandage,2,0,0,0,0,81,32
1,49,ground,Ammo,1,0,0,0,0,76,76
1,49,ground,Medkit,1,0,0,0,0,75,57
1,49,ground,Boomerang,1,0,0,0,0,75,10
1,49,ground,Ammo,1,0,0,0,0,84,14
1,49,ground,Medkit,1,0,0,0,0,13,65
1,49,ground,Sap jar,2,0,0,0,0,80,82
1,49,wall,Buckler,1,30,0,0,0,21,55
1,49,wall,Bandage,3,0,0,0,0,72,79
1,50,ground,Stick,1,18,0,0,0,57,59
1,50,ground,Mushroom spores,2,0,0,0,0,26,65
1,50,ground,Hunting Spear,1,45,0,0,0,32,9
1,50,ground,Stick,1,18,0,0,0,64,8
1,50,ground,Hatchet,1,35,0,0,0,51,73
1,50,ground,Torch,1,90,0,0,0,50,73
1,50,ground,Hatchet,1,35,0,0,0,83,73
1,50,ground,Root Drill,1,0,3,0,0,83,72
1,50,carried,Buckler,1,30,0,0,0,63,75
1,50,carried,Buckler,1,30,0,0,0,54,78
1,50,ground,Firecracker,2,0,0,0,0,62,82
1,50,ground,Seed Bag,1,0,6,0,0,12,74
1,50,ground,Rake,1,400,0,0,0,5,8
1,50,ground,Herb Bag,1,0,4,0,0,13,14
1,50,ground,Medkit,1,0,0,0,0,35,37
1,50,ground,Water flask,2,0,0,0,0,36,100
1,50,ground,Ammo,1,0,0,0,0,35,30
1,50,ground,River Fish,4,0,0,0,0,51,29
1,50,ground,River Fish,3,0,0,0,0,40,44
1,50,ground,River Fish,5,0,0,0,0,41,68
1,50,ground,River Fish,4,0,0,0,0,29,82
1,50,ground,River Fish,2,0,0,0,0,18,97
1,50,ground,Pickaxe,1,32,0,0,0,48,39
1,50,ground,Thorn Caltrops,2,0,0,0,0,55,33
1,50,ground,Resin Glue,1,0,0,0,0,10,109
1,50,wall,Wooden Maul,1,24,0,0,0,21,14
1,50,wall,Cooked Meat,2,0,0,0,0,7,17
1,50,wall,Hatchet,1,35,0,0,0,39,105
1,51,ground,Stick,1,18,0,0,0,77,58
1,51,ground,River Fish,6,0,0,0,0,37,36
1,51,ground,Fishing Line,1,0,20,0,0,33,38
1,51,ground,Shield Lantern,1,24,0,0,0,96,53
1,51,ground,Chili,1,0,0,0,0,79,35
1,51,ground,Pickaxe,1,32,0,0,0,58,34
1,51,ground,Ammo,1,0,0,0,0,53,30
1,51,ground,Ammo,1,0,0,0,0,9,35
1,51,ground,Medkit,1,0,0,0,0,12,12
1,51,ground,Fungal Bread,1,0,0,0,0,58,13
1,51,ground,Bear Trap,2,0,0,0,0,84,11
1,51,ground,River Fish,5,0,0,0,0,25,60
1,51,ground,River Fish,4,0,0,0,0,31,73
1,51,wall,Hatchet,1,35,0,0,0,21,26
1,51,wall,Stick,1,18,0,0,0,61,30
1,52,ground,Stick,1,18,0,0,0,79,36
1,52,ground,Hatchet,1,35,0,0,0,33,32
1,52,ground,Pickaxe,1,32,0,0,0,46,42
1,52,ground,Wooden Maul,1,24,0,0,0,32,37
1,52,ground,Hatchet,1,35,0,0,0,60,51
1,52,ground,Torch,1,90,0,0,0,61,51
1,52,ground,Digging Claws,1,200,0,0,0,29,51
1,52,ground,Root Drill,1,0,3,0,0,28,51
1,52,carried,Buckler,1,30,0,0,0,55,54
1,52,carried,Buckler,1,30,0,0,0,27,50
1,52,ground,Firecracker,2,0,0,0,0,34,49
1,52,ground,Torch,1,90,0,0,0,82,76
1,52,ground,Water flask,2,0,0,0,0,74,7
1,52,ground,Ammo,1,0,0,0,0,33,71
1,52,ground,Rake,1,400,0,0,0,11,52
1,52,ground,Ammo,1,0,0,0,0,14,62
1,52,ground,Medkit,1,0,0,0,0,33,102
1,52,ground,Bandage,2,0,0,0,0,72,56
1,52,ground,River Fish,3,0,0,0,0,70,62
1,52,ground,River Fish,4,0,0,0,0,61,79
1,52,ground,Wooden Maul,1,24,0,0,0,80,44
1,52,ground,Resin Glue,1,0,0,0,0,31,82
1,52,ground,Sap jar,2,0,0,0,0,77,73
1,52,ground,Lighter,1,0,20,0,0,46,105
1,53,ground,Stick,1,18,0,0,0,77,37
1,53,ground,Honey pot,1,0,0,0,0,74,77
1,53,ground,Sap jar,2,0,0,0,0,85,38
1,53,ground,Mushroom spores,2,0,0,0,0,84,58
1,53,ground,Herb Bag,1,0,4,0,0,76,56
1,53,ground,Sap jar,1,0,0,0,0,78,82
1,53,ground,Crossbow,1,0,0,1,16,81,10
1,53,ground,Ammo,1,0,0,0,0,74,19
1,53,ground,Herb Bag,1,0,4,0,0,61,81
1,53,ground,Ammo,1,0,0,0,0,35,79
1,53,stored,Resin Glue,1,0,0,0,0,56,75
1,53,stored,Rope Snare,2,0,0,0,0,31,102
1,53,stored,Honey pot,1,0,0,0,0,32,94
1,53,stored,Egg,3,0,0,0,0,37,98
1,53,wall,Fried Egg,2,0,0,0,0,85,52
1,54,ground,Stick,1,18,0,0,0,79,57
1,54,ground,River Fish,4,0,0,0,0,74,33
1,54,ground,Torch,1,90,0,0,0,59,78
1,54,ground,Bird Seed,1,0,0,0,0,81,71
1,54,ground,Fungal Bread,1,0,0,0,0,87,72
1,54,ground,Sap jar,1,0,0,0,0,98,77
1,54,ground,Herb Bag,1,0,4,0,0,58,83
1,54,ground,Bomb,2,0,0,0,0,120,81
1,54,ground,Ammo,1,0,0,0,0,126,79
1,54,ground,Ammo,1,0,0,0,0,13,83
1,54,ground,Thorn Caltrops,2,0,0,0,0,87,26
1,54,ground,Reflecting Pan,1,24,0,0,0,61,61
1,55,ground,Stick,1,18,0,0,0,78,59
1,55,ground,Flint Knife,1,60,0,0,0,53,28
1,55,ground,Straw Decoy,1,0,0,0,0,56,22
1,55,ground,River Fish,5,0,0,0,0,11,30
1,55,ground,Fishing Line,1,0,20,0,0,7,29
1,55,ground,Torch,1,90,0,0,0,77,62
1,55,ground,Oil flask,1,0,0,0,0,63,56
1,55,ground,Ammo,1,0,0,0,0,75,34
1,55,ground,Medkit,1,0,0,0,0,42,58
1,55,ground,Water flask,2,0,0,0,0,14,37
1,55,ground,Herb Bag,1,0,4,0,0,74,5
1,55,ground,Ammo,1,0,0,0,0,26,62
1,55,ground,River Fish,5,0,0,0,0,20,58
1,55,ground,Flint Knife,1,60,0,0,0,77,27
1,55,wall,Bow,1,0,0,20,0,18,25
1,55,wall,Water flask,2,0,0,0,0,10,45
1,56,ground,Stick,1,18,0,0,0,57,59
1,56,ground,Hatchet,1,35,0,0,0,39,82
1,56,ground,Torch,1,90,0,0,0,39,83
1,56,ground,Flint Knife,1,60,0,0,0,39,52
1,56,ground,Root Drill,1,0,3,0,0,37,51
1,56,carried,Buckler,1,30,0,0,0,43,81
1,56,carried,Buckler,1,30,0,0,0,36,71
1,56,ground,Firecracker,2,0,0,0,0,37,56
1,56,ground,Fungal Bread,2,0,0,0,0,39,56
1,56,ground,Straw Decoy,1,0,0,0,0,62,52
1,56,ground,Egg,3,0,0,0,0,54,75
1,56,ground,Fungal Bread,1,0,0,0,0,51,77
1,56,ground,Pickaxe,1,32,0,0,0,33,30
1,56,ground,Ammo,1,0,0,0,0,32,40
1,56,ground,Medkit,1,0,0,0,0,14,54
1,56,ground,Smoke pot,2,0,0,0,0,5,80
1,56,ground,Ammo,1,0,0,0,0,9,72
1,56,ground,River Fish,5,0,0,0,0,41,62
1,56,ground,River Fish,3,0,0,0,0,31,50
1,56,ground,River Fish,4,0,0,0,0,21,39
1,56,stored,Flint Knife,1,60,0,0,0,28,34
1,56,stored,Cooked Meat,2,0,0,0,0,37,28
1,56,stored,Seed Bag,1,0,6,0,0,60,41
1,56,wall,Throwing Rock,3,0,0,0,0,21,22
1,57,ground,Stick,1,18,0,0,0,34,59
1,57,ground,Flint Knife,1,60,0,0,0,100,75
1,57,ground,Throwing Net,2,0,0,0,0,101,75
1,57,ground,Torch,1,90,0,0,0,56,79
1,57,ground,River Fish,6,0,0,0,0,58,49
1,57,ground,Fishing Line,1,0,20,0,0,55,48
1,57,ground,River Fish,3,0,0,0,0,12,59
1,57,ground,Shield Lantern,1,24,0,0,0,28,52
1,57,ground,Mushroom spores,2,0,0,0,0,52,57
1,57,ground,Buckler,1,30,0,0,0,64,92
1,57,ground,Ammo,1,0,0,0,0,52,93
1,57,ground,Ammo,1,0,0,0,0,58,36
1,57,ground,Mushroom spores,2,0,0,0,0,9,64
1,57,ground,Bandage,2,0,0,0,0,64,13
1,57,ground,Medkit,1,0,0,0,0,88,55
1,57,ground,River Fish,4,0,0,0,0,48,30
1,57,ground,River Fish,2,0,0,0,0,34,8
1,57,ground,Bandage,3,0,0,0,0,63,38
1,57,ground,Lighter,1,0,20,0,0,14,49
1,57,wall,Herb Bag,1,0,4,0,0,43,22
1,57,wall,Stick,1,18,0,0,0,50,62
1,58,ground,Stick,1,18,0,0,0,33,81
1,58,ground,Bow,1,0,0,20,0,82,60
1,58,ground,Raw Meat,1,0,0,0,0,80,55
1,58,ground,Torch,1,90,0,0,0,50,77
1,58,ground,Rake,1,400,0,0,0,33,47
1,58,ground,Bandage,2,0,0,0,0,31,53
1,58,ground,Medkit,1,0,0,0,0,101,83
1,58,ground,Rake,1,400,0,0,0,54,83
1,58,ground,Ammo,1,0,0,0,0,7,62
1,58,ground,Ammo,1,0,0,0,0,98,73
1,58,ground,River Fish,3,0,0,0,0,72,67
1,58,ground,River Fish,5,0,0,0,0,51,81
1,58,ground,River Fish,2,0,0,0,0,43,91
1,58,ground,Flint Knife,1,60,0,0,0,53,73
1,58,ground,Water flask,2,0,0,0,0,56,50
1,58,ground,Water flask,2,0,0,0,0,79,79
1,58,ground,Bomb,2,0,0,0,0,70,58
1,58,ground,Fried Egg,2,0,0,0,0,39,100
1,59,ground,Stick,1,18,0,0,0,35,59
1,59,ground,Hunting Spear,1,45,0,0,0,56,16
1,59,ground,Rope Hook,1,0,24,0,0,57,16
1,59,ground,Torch,1,90,0,0,0,33,12
1,59,ground,River Fish,3,0,0,0,0,34,36
1,59,ground,River Fish,6,0,0,0,0,17,18
1,59,ground,Fishing Line,1,0,20,0,0,19,17
1,59,ground,Pickaxe,1,32,0,0,0,39,73
1,59,ground,Honey pot,1,0,0,0,0,39,81
1,59,ground,Seed Bag,1,0,6,0,0,6,9
1,59,ground,Water flask,2,0,0,0,0,33,33
1,59,ground,Bird Seed,1,0,0,0,0,31,71
1,59,ground,Herb Bag,1,0,4,0,0,34,83
1,59,ground,Fungal Bread,1,0,0,0,0,10,33
1,59,ground,Acorn Mine,2,0,0,0,0,61,72
1,59,ground,Ammo,1,0,0,0,0,60,87
1,59,ground,Ammo,1,0,0,0,0,7,80
1,59,ground,Fried Egg,2,0,0,0,0,14,60
1,59,wall,Hunting Horn,1,0,8,0,0,63,2
1,60,ground,Stick,1,18,0,0,0,35,37
1,60,ground,Sap jar,2,0,0,0,0,107,76
1,60,ground,Hatchet,1,35,0,0,0,75,74
1,60,ground,Digging Claws,1,200,0,0,0,79,74
1,60,ground,Flint Knife,1,60,0,0,0,84,79
1,60,ground,Bow,1,0,0,20,0,55,74
1,60,ground,Throwing Net,2,0,0,0,0,56,74
1,60,ground,Torch,1,90,0,0,0,34,78
